CUST_ID;GENDER;MARITAL_STATUS;AGE;AVG_BALANCE;NUM_TRANS;PURCHASES_AMOUNT;ACCESSORIES;APPLIANCES;CULTURE;GAS;BOOKS;APPAREL;FITNESS;EDUCATION;ENTERTAINMENT;FOOD;HEALTH;HOME_GARDEN;TELCOS;TRAVEL
C13842;Female;Single;29;2252.95;17;418.65;0;0;0;0;0;167.56;0;0;0;0;23.98;0;0;227.11
C13843;Female;Single;29;6177.6;28;2366.44;1017.91;0;0;0;0;922.6;0;0;213;0;0;212.94;0;0
C13846;Female;Single;34;3506.44;19;1674.11;147.24;0;0;0;0;164.41;0;0;0;1362.46;0;0;0;0
C13850;Female;Single;29;646.74;115;5574.02;308.6;105.12;0;14.72;0;1071.82;0;0;0;3535.01;0;185.78;163.48;189.5
C13853;Male;Single;31;5931.29;13;3724.87;0;0;0;0;0;3724.87;0;0;0;0;0;0;0;0
C13854;Male;Single;31;39.73;52;4036.95;1865.95;532.21;0;0;0;127.3;0;0;0;371.08;0;59.08;696.38;384.96
C13855;Male;Single;29;588.88;30;510.74;0;124.69;0;0;0;95.25;0;0;0;0;0;0;290.79;0
C13857;Female;Single;31;5249.1;8;1120.76;0;0;0;0;0;0;0;0;0;570.94;549.82;0;0;0
C13859;Male;Single;30;1125.17;163;7264.71;3544.15;0;0;0;0;2695.87;0;0;0;164.81;0;33.56;374.83;451.49
C13861;Female;Single;30;9254.29;132;20823.19;1102.33;118.76;0;0;284.88;6194.06;0;0;0;304.6;40.67;144.86;10597.5;2035.53
C13862;Female;Single;31;1281.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13863;Male;Single;29;62.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13867;Female;Single;29;3890.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13872;Male;Single;31;433.27;286;1246.45;87.83;16.5;0;0;0;474.98;0;0;0;128.64;538.49;0;0;0
C13882;Male;Single;31;153.24;8;995.73;0;0;0;27.48;0;36.1;0;0;0;0;0;0;0;932.14
C13886;Female;Single;29;5442.86;11;4367.3;1394.09;0;0;0;0;2973.21;0;0;0;0;0;0;0;0
C13887;Male;Single;31;311.25;53;1717.35;105.09;15.66;0;0;0;1199.38;0;0;0;0;0;0;397.22;0
C13888;Female;Single;29;73.57;13;676.03;0;65.63;0;0;0;184.07;0;0;94.64;33.04;0;0;0;298.65
C13890;Female;Single;31;5990.74;6;11445.67;0;0;0;0;0;11445.67;0;0;0;0;0;0;0;0
C13891;Female;Single;29;330.79;29;931.97;0;0;0;0;0;759.74;0;0;0;172.23;0;0;0;0
C13893;Male;Single;29;1511.26;31;4482.33;582.95;0;0;158.28;0;3064.95;0;0;239.51;0;436.64;0;0;0
C13894;Female;Single;31;2739.07;11;3565.69;0;0;0;0;0;0;0;0;0;0;0;0;3565.69;0
C13898;Male;Single;29;200.44;31;995.92;0;215.7;0;0;0;0;0;0;0;0;0;0;780.22;0
C13900;Male;Single;29;5696.63;24;10007.15;2562.19;1287.46;0;0;0;831.79;0;0;0;0;3671.1;1654.61;0;0
C13901;Female;Single;29;1210.9;17;759.54;472.27;21.69;0;59.84;28.52;137.52;0;0;39.7;0;0;0;0;0
C13903;Male;Single;29;629.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13906;Male;Single;30;661.35;26;1546.36;0;71.62;0;0;0;0;0;0;0;0;0;0;1251;223.74
C13911;Male;Single;29;775.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13914;Male;Single;30;2690.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13919;Male;Single;31;2371.29;10;3032.72;2187.5;845.22;0;0;0;0;0;0;0;0;0;0;0;0
C13920;Male;Single;29;3301.77;6;3085.07;0;0;0;0;0;0;0;0;0;2184.76;0;900.31;0;0
C13927;Female;Single;31;1025.68;62;4585.83;111.53;27.69;0;82.39;0;796.47;0;0;0;0;2073.08;1113.26;0;381.42
C13929;Female;Single;30;82.77;6;969.2;67.29;0;0;0;0;901.91;0;0;0;0;0;0;0;0
C13933;Female;Single;31;1980.37;7;5603.99;0;4231.63;0;0;0;1372.36;0;0;0;0;0;0;0;0
C13938;Male;Single;31;413.81;12;726.4;0;146.78;0;0;0;0;0;0;0;212.04;0;56.71;0;310.87
C13940;Male;Single;29;5702.15;1;2381.17;0;0;0;0;0;0;0;0;0;0;0;0;0;2381.17
C13943;Female;Single;30;464.98;64;4062.8;391.71;67.24;0;200.14;44.58;534.12;0;0;0;1186.11;514.18;101.54;0;1023.18
C13945;Male;Single;29;8078.97;39;4840.67;0;881.21;0;0;0;340.61;0;0;0;186.38;0;1864.31;1568.16;0
C13946;Female;Single;29;72.75;10;728.17;0;0;0;0;16.83;548.66;0;0;0;0;105.54;57.14;0;0
C13949;Male;Single;30;855.89;15;2524.76;0;757.52;0;0;0;0;0;0;0;0;0;1580.77;0;186.46
C13953;Male;Single;31;6417.28;15;5412.01;0;0;0;0;0;18.93;0;0;0;0;0;5393.08;0;0
C13954;Male;Single;29;1325.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13956;Female;Single;30;3973.4;52;11676.18;1632;433.17;0;2018.94;0;2131.86;0;0;0;1254.68;2603.01;1602.52;0;0
C13958;Female;Single;30;7956.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13960;Male;Single;31;2536.12;20;3096.55;380.65;0;0;0;0;2715.9;0;0;0;0;0;0;0;0
C13965;Female;Single;31;4458.47;44;6094.74;65.9;0;0;0;0;262.57;0;0;0;322.64;5443.64;0;0;0
C13969;Male;Single;30;2201.22;43;3178.84;27.85;0;0;0;0;2691.43;0;0;0;0;0;0;93.24;366.33
C13972;Female;Single;31;3423.93;121;20231.91;712.97;0;0;0;0;11631.83;0;0;6936.41;0;267.69;0;99.65;583.36
C13973;Female;Single;33;3717.68;39;1263.31;196.04;36.63;0;0;0;658.53;0;0;0;0;372.11;0;0;0
C13975;Male;Single;29;265.38;1;2237.74;0;0;0;0;0;0;0;0;0;0;0;2237.74;0;0
C13976;Male;Single;29;2913.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C13977;Male;Single;29;577.31;10;1102.97;27.15;30.11;0;86.45;0;10.73;0;0;0;75.97;27.28;834;0;11.28
C13979;Male;Single;30;186.71;19;915.96;36.71;34.58;0;0;0;108.15;1.46;0;0;0;109.22;0;625.83;0
C13981;Male;Single;30;3605.54;7;591.67;0;0;62.67;0;0;529;0;0;0;0;0;0;0;0
C13984;Male;Single;31;3241.18;20;945.65;33.82;0;0;0;0;259.43;0;0;0;0;0;0;652.4;0
C13986;Female;Single;29;7800.71;31;8872.91;0;3934.06;0;0;0;4938.85;0;0;0;0;0;0;0;0
C13987;Female;Single;29;3867.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14000;Male;Single;29;98.15;12;1059.24;0;0;0;0;0;0;0;0;0;0;0;0;1059.24;0
C14001;Female;Single;45;2761.68;48;18253.63;1025.06;68.89;0;961.49;0;3148.75;0;0;785.54;248.46;0;0;0;12015.45
C14003;Female;Single;29;1544.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14005;Male;Single;34;1722.68;23;872.72;195.69;28.17;0;0;0;477.1;0;0;0;0;0;0;0;171.76
C14008;Female;Single;31;4070.76;6;3953.62;3953.62;0;0;0;0;0;0;0;0;0;0;0;0;0
C14011;Female;Single;30;1199.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14017;Female;Single;33;328.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14019;Male;Single;32;121.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14021;Male;Single;32;552.26;16;1362.9;967.21;0;0;0;0;0;0;0;0;0;87.15;0;0;308.54
C14026;Male;Single;30;4749.86;55;3997.5;343.65;0;0;0;0;1159.96;0;0;0;0;0;0;0;2493.89
C14032;Female;Single;31;4926.26;17;1012.56;370.14;0;193.22;0;0;141.9;0;0;0;55.79;0;251.51;0;0
C14036;Male;Single;29;4916.4;5;4012.76;0;234.03;0;792.58;0;0;0;0;0;2986.16;0;0;0;0
C14037;Female;Single;32;629.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14038;Male;Single;31;1549.48;4;3998.14;0;0;0;0;0;0;0;0;919.15;0;0;0;0;3079
C14040;Male;Single;32;958.74;144;17614.24;400.07;1361.91;0;2358.77;0;1769.92;0;959.92;839.37;2151.72;3885.93;312.13;22.88;3551.63
C14041;Female;Single;31;755.91;73;5398.32;334.56;0;0;0;1030.14;1282.34;0;0;0;868.86;115.83;0;1766.59;0
C14045;Female;Single;31;747.13;8;5688.82;0;0;0;0;0;416.89;0;0;0;0;0;0;0;5271.93
C14047;Female;Single;38;6981.24;3;1332.75;0;0;0;0;0;584.85;0;0;0;0;0;0;0;747.9
C14052;Female;Single;31;839.35;2;4372.88;1008.16;0;0;0;0;0;0;0;0;0;3364.72;0;0;0
C14056;Male;Single;30;6100.13;12;3354.83;0;0;0;0;0;3354.83;0;0;0;0;0;0;0;0
C14057;Female;Single;30;250.73;24;2115.41;175.48;166.24;0;229.97;0;40.09;0;0;0;1503.62;0;0;0;0
C14058;Female;Single;30;1796.26;14;573.77;0;0;0;573.77;0;0;0;0;0;0;0;0;0;0
C14061;Female;Single;30;215.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14069;Male;Single;30;9767.65;50;3918.77;32.41;62.28;0;2082.86;0;293.88;0;0;0;1447.34;0;0;0;0
C14073;Male;Single;30;1767.4;14;761.72;0;0;0;0;0;0;0;0;0;0;0;0;761.72;0
C14075;Male;Single;31;5392.26;6;1229.47;0;351.83;0;0;0;0;0;0;0;877.64;0;0;0;0
C14079;Female;Single;30;4807.39;27;2717.68;232.05;691.25;0;0;0;0;0;0;0;0;72.96;0;1225.17;496.25
C14081;Male;Single;30;117.12;15;930.1;121.38;0;0;0;0;789.52;0;0;0;0;0;0;0;19.2
C14083;Male;Single;30;4142.35;5;1710.83;0;1710.83;0;0;0;0;0;0;0;0;0;0;0;0
C14091;Male;Single;30;109.02;22;1223.72;0;0;0;0;0;0;0;0;0;0;0;0;1223.72;0
C14098;Male;Single;32;107.49;5;1055.89;0;939.69;0;0;0;0;0;0;0;0;0;116.2;0;0
C14099;Male;Single;31;90.71;6;1010.11;60.12;0;0;499.7;0;428.48;0;0;21.81;0;0;0;0;0
C14102;Female;Single;31;4327.32;2;1765.78;0;1706.28;0;0;0;59.51;0;0;0;0;0;0;0;0
C14108;Male;Single;30;2223.33;46;3334.75;224.57;0;0;0;0;1636.91;0;0;0;51.94;0;1320.16;0;101.18
C14115;Female;Single;35;151.71;21;1335.05;0;0;0;0;0;0;0;0;0;0;0;0;1335.05;0
C14116;Male;Single;30;1194.12;65;2804.28;138.86;0;0;0;0;2350.58;0;0;0;0;37.61;0;0;277.23
C14117;Male;Single;30;4752.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14119;Male;Single;30;288.82;33;2879.12;0;322.71;0;648.25;137.68;133.46;0;0;0;82.9;293.69;680.38;0;580.05
C14122;Male;Single;32;108.04;29;603.76;148.58;0;0;0;0;62.28;0;0;0;0;392.9;0;0;0
C14125;Male;Single;31;12779.59;123;8393.33;613.31;109.83;0;465.41;632.19;2180.98;0;0;1248.36;395.36;379.53;275.47;1820.96;271.92
C14127;Female;Single;30;2153.41;18;2583.78;866.81;0;0;1212.53;0;0;0;0;0;0;0;0;504.44;0
C14131;Male;Single;31;472.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14132;Female;Single;30;6210.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14133;Male;Single;30;6124.42;96;6615.89;1723.26;2084.5;0;0;0;2703.94;0;0;0;0;104.18;0;0;0
C14135;Female;Single;31;496.75;99;4728.18;368.64;29.02;0;31.43;0;153.47;0;0;0;1378.72;0;46.06;0;2720.83
C14136;Male;Single;29;1089.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14139;Female;Single;30;90.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14142;Female;Single;31;2381.44;28;2879.6;0;0;0;0;0;0;0;0;2879.6;0;0;0;0;0
C14145;Male;Single;32;5160.48;64;3496.13;1521.8;658.9;0;117.98;509.41;464.98;0;0;0;0;19.86;0;0;203.21
C14149;Male;Single;32;151.71;21;3055.56;0;306.33;0;0;0;0;0;0;0;219.15;0;0;2337.77;192.31
C14151;Male;Single;30;95.55;26;834.06;61.64;0;0;0;0;533.18;0;0;0;64.85;0;0;61.38;113.01
C14153;Female;Single;32;4059.09;25;5013.15;161.78;160.58;0;1373;0;939.9;0;0;1831.99;0;0;0;0;545.9
C14157;Male;Single;32;79.98;5;1187.48;0;0;0;0;0;0;0;0;0;0;0;1187.48;0;0
C14160;Male;Single;30;5001.46;13;1738.79;81.91;25.79;0;0;0;0;0;0;0;0;0;0;1631.09;0
C14162;Female;Single;29;2169.34;46;1522.16;199.18;328.28;0;121.37;0;0;0;0;74.01;128.71;0;409.89;260.72;0
C14163;Female;Single;30;7625.72;24;2625.01;505.08;0;0;0;0;0;0;0;0;1200.86;0;919.08;0;0
C14165;Female;Single;31;7445.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14167;Female;Single;30;176.56;28;2555.62;147.42;1433.31;0;0;0;0;0;0;0;0;0;0;974.88;0
C14168;Male;Single;31;182.97;22;863.56;0;0;0;0;0;208.85;0;0;0;0;0;0;654.71;0
C14169;Male;Single;30;2854.07;9;917.97;0;0;0;0;0;917.97;0;0;0;0;0;0;0;0
C14173;Male;Single;30;473.76;105;1864.2;46.33;239.3;0;0;0;532.36;0;79.09;834.33;0;0;132.8;0;0
C14176;Male;Single;32;1941.41;11;3812.59;0;0;0;0;0;0;0;0;0;0;0;0;3812.59;0
C14179;Male;Single;30;796.63;31;3038.52;1399.54;0;88.12;0;0;896.74;0;0;0;409.96;0;244.15;0;0
C14180;Male;Single;30;342.86;9;2777.3;0;0;0;0;0;910.96;0;0;0;664.08;275.67;926.59;0;0
C14181;Male;Single;30;1662.31;6;1006.97;0;0;0;0;0;1006.97;0;0;0;0;0;0;0;0
C14183;Male;Single;31;791.74;27;1395.73;0;0;0;0;0;0;0;0;0;0;0;113.04;752.61;530.08
C14185;Female;Single;33;358.29;88;101.92;0;59.54;35.97;0;0;0;1.39;0;5.01;0;0;0;0;0
C14188;Female;Single;30;1037.32;38;1584.09;0;60.76;0;54.03;0;495.55;0;0;0;391.83;0;0;184.87;397.04
C14191;Female;Single;31;1007.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14195;Male;Single;30;4507.76;31;3577.47;278.45;578.95;0;0;0;129.76;0;0;0;0;0;393.61;2196.7;0
C14199;Female;Single;30;1067.34;40;2906.43;242;254.45;0;0;0;387.45;0;0;0;1179.97;0;0;743.91;98.64
C14211;Male;Single;31;3069.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14212;Male;Single;31;1533.29;10;864.84;0;70.18;0;0;0;0;0;0;0;0;0;0;794.66;0
C14217;Female;Single;32;3895.14;103;7250.44;0;0;0;0;0;0;0;0;7121.29;129.15;0;0;0;0
C14221;Female;Single;33;604.77;25;607.37;50.08;23.88;0;397.64;37.4;0;0;0;0;0;98.37;0;0;0
C14223;Female;Single;34;5523.44;129;13451.31;6526.87;1177.9;0;895.86;0;1251.24;0;0;661.14;111.15;142.78;0;1745.45;938.93
C14225;Female;Single;32;9538.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14226;Female;Single;30;3429.24;33;1244.24;103.6;0;0;0;0;1121.03;0;0;0;0;19.61;0;0;0
C14229;Male;Single;30;5436.14;60;3563.06;1170.94;249.5;0;0;57.94;1916.46;0;0;0;0;168.21;0;0;0
C14230;Male;Single;30;982.28;20;1712.16;0;346.29;0;0;0;0;0;0;0;0;1365.88;0;0;0
C14237;Female;Single;32;225.64;32;3714.03;0;1023.87;0;0;0;124.09;0;0;0;0;0;0;38.01;2528.06
C14242;Female;Single;32;557.76;63;2750.97;0;574.61;0;536.19;0;0;0;0;0;716.21;0;283.54;6.81;633.61
C14244;Male;Single;32;12106.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14245;Female;Single;30;4245.92;51;8583.91;0;1524.78;0;1498.03;0;3282.33;0;0;486.44;0;0;0;0;1792.33
C14247;Male;Single;31;5086.38;1;5237.44;0;0;0;0;0;5237.44;0;0;0;0;0;0;0;0
C14248;Male;Single;30;100.37;0;0.09;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0
C14249;Female;Single;30;5423.24;130;7718.58;3822.33;0;0;0;0;1803.73;0;0;0;147.59;1514.81;430.12;0;0
C14250;Male;Single;32;1911.67;63;2446.67;484.84;0;0;0;83.69;1056.93;0;0;601.65;219.56;0;0;0;0
C14253;Female;Single;30;820.53;53;3457.9;256.39;0;0;154.29;0;982.37;0;0;134.91;0;611.81;0;659.41;658.71
C14254;Female;Single;32;1050.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14255;Female;Single;32;1981.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14256;Male;Single;33;152.59;26;1100.38;0;56.78;0;0;11.59;471.36;0;0;0;0;0;0;0;560.66
C14261;Male;Single;32;2602.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14262;Female;Single;35;2524.9;2;1502.95;0;0;0;0;0;856.42;0;0;0;646.53;0;0;0;0
C14263;Male;Single;32;930.73;14;768.66;0;282.21;0;56.95;0;0;0;0;0;61.68;0;0;367.82;0
C14264;Male;Single;33;2699.76;3;1264.16;0;0;0;0;0;1264.16;0;0;0;0;0;0;0;0
C14265;Female;Single;32;4437.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14266;Male;Single;32;622.31;24;4412.19;42.97;2855.88;0;683.53;0;0;192.11;0;0;0;0;564.25;0;73.45
C14271;Male;Single;30;619.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14273;Female;Single;31;2064.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14276;Male;Single;31;638.73;102;820.56;103.88;0;0;0;0;703.59;0;0;0;13.09;0;0;0;0
C14279;Male;Single;32;7457.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14282;Male;Single;30;6591.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14283;Female;Single;32;2251.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14284;Male;Single;31;1102.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14285;Male;Single;30;2312.91;33;3501.44;0;642.52;0;2828.77;0;30.15;0;0;0;0;0;0;0;0
C14287;Female;Single;32;2753.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14290;Female;Single;32;1603.07;9;1071.46;0;0;0;0;169.26;902.2;0;0;0;0;0;0;0;0
C14291;Female;Single;30;1088.33;8;1239.61;0;28.32;0;0;0;0;0;0;0;0;0;1211.29;0;0
C14295;Female;Single;32;2975.66;20;3682.88;472.33;0;0;1174.85;102.97;867.48;0;0;1065.25;0;0;0;0;0
C14296;Female;Single;32;6062.16;59;3717.34;953.59;237.74;0;0;0;1860.8;0;0;129.17;0;318.15;54.9;0;163.01
C14301;Male;Single;33;2388.52;56;2458.03;311.98;0;0;278.43;0;1518.23;0;0;0;205.69;0;143.7;0;0
C14306;Male;Single;32;6184.21;3;10746.91;0;218.73;0;0;0;0;0;0;0;0;0;0;0;10528.19
C14309;Male;Single;32;6576.88;9;9384.35;8792.13;0;0;0;0;592.22;0;0;0;0;0;0;0;0
C14310;Male;Single;32;2667.89;16;1205.94;0;1205.94;0;0;0;0;0;0;0;0;0;0;0;0
C14311;Male;Single;30;1059.33;20;938.82;0;723.28;0;0;0;151.66;0;0;0;0;0;63.89;0;0
C14314;Female;Single;31;5057.47;3;2486.72;0;0;0;0;0;2486.72;0;0;0;0;0;0;0;0
C14317;Male;Single;32;2014.44;276;19621.08;903.97;154.06;0;3093.72;395.66;3839.84;0;0;1679.12;1418.32;509.75;1184.85;931.33;5510.45
C14319;Male;Single;32;2326.99;5;9172.27;0;0;0;2519.76;6652.51;0;0;0;0;0;0;0;0;0
C14323;Male;Single;31;2478.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14324;Female;Single;33;1041.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14328;Female;Single;30;1200.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14334;Male;Single;32;2412.13;27;531.83;73.09;0;38.24;0;0;150.02;0;0;0;99.75;24.91;145.82;0;0
C14335;Male;Single;31;5105.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14342;Female;Single;32;668.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14345;Male;Single;30;569;7;624.55;0;0;0;0;57.54;0;0;73.01;9.21;0;146.69;0;0;338.1
C14347;Female;Single;34;319.29;4;1206.31;0;0;0;472.61;0;0;0;0;0;0;0;733.7;0;0
C14348;Female;Single;32;3480.93;4;1740.07;228.97;0;0;0;0;0;0;0;0;1310.13;0;200.96;0;0
C14349;Male;Single;30;2710.53;27;1492.36;0;0;0;0;0;544.97;0;0;0;568.52;0;0;378.87;0
C14353;Male;Single;32;98.23;20;627.07;0;225.39;0;0;26.75;100.02;0;0;0;158.9;0;0;30.52;85.5
C14355;Male;Single;30;1509.53;28;761.65;208.74;0;0;0;0;189.77;0;0;0;55.79;0;0;307.36;0
C14358;Male;Single;32;1819.26;1;827.02;827.02;0;0;0;0;0;0;0;0;0;0;0;0;0
C14359;Female;Single;30;9438.28;110;5674.95;76.61;1008.34;0;0;35.53;3249.91;0;0;0;553.46;0;85.2;665.9;0
C14360;Male;Single;32;3539.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14362;Female;Single;31;2305.13;40;1652.34;62.88;0;0;0;0;823.6;0;0;0;0;0;0;765.85;0
C14372;Male;Single;31;3.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14376;Male;Single;30;176.97;23;2663.22;220.45;0;0;0;0;1580.34;0;0;437.77;178.47;0;64.69;0;181.48
C14379;Female;Single;31;207.31;80;6293.49;441.17;109.63;0;51.88;0;1554.36;0;0;119.54;2450;235;0;932.43;399.49
C14381;Female;Single;33;3616.87;6;1812.07;0;1812.07;0;0;0;0;0;0;0;0;0;0;0;0
C14385;Male;Single;31;1157.14;52;827.46;220.69;0;0;0;0;456.31;0;0;0;150.47;0;0;0;0
C14388;Male;Single;33;3688.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14394;Male;Single;32;43.76;15;789.82;0;311.59;0;0;0;0;0;0;0;0;0;0;478.22;0
C14395;Male;Single;31;261.37;28;1047.13;131.12;404.72;0;0;372.08;67.7;0;0;0;71.52;0;0;0;0
C14400;Female;Single;32;1291.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14401;Male;Single;32;826.75;5;1044.21;0;0;0;0;0;0;0;0;0;673.85;0;0;370.36;0
C14408;Female;Single;32;194.64;16;1268.75;0;0;0;0;0;785.43;0;320.06;0;0;0;163.26;0;0
C14414;Male;Single;32;331.73;5;666.89;0;0;0;0;0;0;0;0;0;666.89;0;0;0;0
C14419;Male;Single;32;4492.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14421;Male;Single;31;3725.34;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14422;Male;Single;31;7209.58;105;6105.97;642.5;0;0;0;0;734.1;0;0;3395.81;0;145.76;0;0;1187.79
C14424;Female;Single;33;3166.08;20;2053.3;0;227.6;0;0;141.19;131.79;0;0;925.78;233.94;8.4;0;106.05;278.55
C14429;Female;Single;31;81.46;19;980.83;0;0;0;0;0;101.56;0;0;0;784.34;50.66;44.27;0;0
C14432;Female;Single;30;337.23;30;2899.09;0;0;0;0;0;844.65;0;478.06;0;0;0;791.44;0;784.94
C14435;Male;Single;32;704.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14436;Male;Single;31;3612.79;21;3526.5;0;246.42;0;152.28;0;676.24;0;0;0;0;770.93;0;288.82;1391.81
C14437;Male;Single;30;379.79;48;1905.22;89.84;119.95;0;45.41;0;736.35;0;0;0;0;146.75;0;766.92;0
C14438;Male;Single;30;4554.88;39;6772.48;352.4;138.83;0;0;0;6119.42;0;0;0;0;161.83;0;0;0
C14453;Male;Single;32;4606.44;27;1270.01;176.67;0;0;0;0;894.45;0;0;0;198.9;0;0;0;0
C14457;Male;Single;30;605.29;26;1537.87;0;0;0;0;0;0;0;0;1486.95;0;0;0;50.93;0
C14466;Female;Single;32;1183.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14468;Male;Single;32;77.04;6;1479.04;417.38;108.7;0;0;0;0;0;0;887.45;65.5;0;0;0;0
C14471;Male;Single;32;633.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14474;Male;Single;32;8801.6;39;1849.23;631.93;0;0;0;0;831.9;0;0;0;385.4;0;0;0;0
C14475;Male;Single;31;3082.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14476;Male;Single;33;4613.76;270;1719.29;0;0;0;0;0;0;0;0;0;1719.29;0;0;0;0
C14478;Female;Single;32;1541.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14480;Male;Single;32;980.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14481;Male;Single;32;161.7;46;1012.72;0;44.69;0;478.11;0;154.2;0;0;11.66;98.74;0;0;225.32;0
C14483;Male;Single;33;776.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14484;Male;Single;32;303.68;33;1606.73;0;34.23;0;824.49;0;546.33;43.28;0;0;0;0;94.02;64.39;0
C14487;Female;Single;32;53.82;12;614.79;0;0;0;0;0;125.13;0;0;0;0;0;0;489.66;0
C14489;Female;Single;31;773.52;85;7431.02;194.06;306.52;0;1513.48;440.49;1117.53;0;0;508.72;1256.32;354.53;0;0;1739.36
C14494;Female;Single;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14495;Female;Single;31;437.95;22;1317.9;111.85;52.8;0;0;0;964.23;0;0;78.7;0;0;0;0;110.32
C14499;Male;Single;30;1315.2;21;1207.65;672.27;17.69;0;0;0;432.07;0;0;0;85.61;0;0;0;0
C14510;Female;Single;35;1571.93;5;559.79;0;0;0;0;0;0;0;0;0;0;0;559.79;0;0
C14512;Male;Single;31;1778.19;28;2959.05;36.78;0;0;2060.37;0;114.04;0;0;0;364.93;87.32;295.61;0;0
C14514;Male;Single;31;3768.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14515;Male;Single;33;409.85;42;2728.98;0;0;0;409;336.17;672.88;80.26;0;0;0;0;47.5;1183.18;0
C14517;Female;Single;30;3971.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14521;Female;Single;31;989.55;99;1215.77;0;0;0;0;0;696.71;0;0;0;0;519.06;0;0;0
C14525;Male;Single;30;396.36;7;1217.36;914.39;0;0;0;0;302.97;0;0;0;0;0;0;0;0
C14526;Male;Single;31;1075.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14530;Male;Single;30;1043.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C14533;Female;Single;31;4321.93;63;6925.25;0;75.78;13.85;47.33;0;52.38;0;0;0;233.82;0;1770.7;199.58;4531.81
